,envhigh,envlow,lags,variogram
0,0.365148752913,0.362593777376,0.0,0.329725399492
1,0.364824234458,0.362955446188,13469.3877551,0.333424355833
2,0.364813463888,0.36331010738,26938.7755102,0.336446144996
3,0.364814278515,0.363277166446,40408.1632653,0.338829416588
4,0.36484076552,0.363264024874,53877.5510204,0.340180811543
5,0.364687833937,0.363486076829,67346.9387755,0.341091727399
6,0.364794163554,0.363328322552,80816.3265306,0.341984338109
7,0.364678101075,0.363504215156,94285.7142857,0.342450735769
8,0.364696106648,0.363544198236,107755.102041,0.342502406963
9,0.364750088562,0.363610308576,121224.489796,0.342816661275
10,0.364667867595,0.363557696175,134693.877551,0.342852508874
11,0.364653982968,0.36362423756,148163.265306,0.343697424719
12,0.364644264418,0.363508479062,161632.653061,0.343854687292
13,0.364740570254,0.363658964923,175102.040816,0.344080284251
14,0.364644874954,0.36373064497,188571.428571,0.344581343617
15,0.364643155192,0.363660502954,202040.816327,0.345005409572
16,0.364704301947,0.363747981011,215510.204082,0.345362606769
17,0.364614534896,0.363710441932,228979.591837,0.34558159824
18,0.364641487868,0.363632911634,242448.979592,0.345705134864
19,0.364671513533,0.363670904206,255918.367347,0.345525813709
20,0.364747247798,0.363692345387,269387.755102,0.346090496629
21,0.364774215032,0.363666547949,282857.142857,0.345937935574
22,0.364608879967,0.363719390326,296326.530612,0.346092513808
23,0.364718594174,0.363743263912,309795.918367,0.346422930589
24,0.364597532744,0.363751086089,323265.306122,0.346205593658
25,0.364643226202,0.363702939443,336734.693878,0.345955828381
26,0.364689459193,0.36368729095,350204.081633,0.34596492875
27,0.364632737635,0.363750623267,363673.469388,0.345852946663
28,0.364607304806,0.363705980244,377142.857143,0.345804741135
29,0.364639984999,0.363757016842,390612.244898,0.345731405761
30,0.364606057452,0.363714199386,404081.632653,0.345957360437
31,0.364617625175,0.363798317496,417551.020408,0.346340100356
32,0.364662312128,0.363694629655,431020.408163,0.346209915479
33,0.364614430459,0.363780927248,444489.795918,0.346179972028
34,0.364671821446,0.363765045402,457959.183673,0.345601827542
35,0.36458118426,0.363733746674,471428.571429,0.345972346674
36,0.364614273025,0.363722600773,484897.959184,0.345888349513
37,0.364664808557,0.363691490362,498367.346939,0.345588775159
38,0.364690831637,0.363763650805,511836.734694,0.345461575979
39,0.36468773687,0.363763277461,525306.122449,0.345233173808
40,0.364663442436,0.363633478262,538775.510204,0.345075535364
41,0.364619829146,0.363683551394,552244.897959,0.34468589053
42,0.364681176625,0.363638228634,565714.285714,0.344675705062
43,0.364644516961,0.363743326542,579183.673469,0.344101765237
44,0.364774029556,0.36353520058,592653.061224,0.343803322392
45,,,606122.44898,
46,,,619591.836735,
47,,,633061.22449,
48,,,646530.612245,
